id,version,version2,CHG,ROC,RDT,RSD,OPR,RON,SFI,MRD,MFR,MPN,SER,RRC,FFC,FFI,FCR,FAC,FBC,FHS,REM,INT,SHL,RFI,SAC,MFR3,AMC,MFN,ASE,REG,AIN,TRF,OTT,OPC,check,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,QTR,Meggitt SA,350327503,11/27/17,S3960,241-324-000-012,AE73820,U,NT,NA,NA,NA,NA,NA,* for repair - Defect: #1 bearing accelerometer (circuit 3 right) signal   out of range * A/C reg: A7-BEG - TSN/CSN: 30658:38/4534 * EASA / FAA,"Service Rep ARCC Seal ok, no major damage was notified at reception. Unit works within specification. No fault found.",R2,1,,81205,777,BOEING,300ER,A7-BEG,60333,N,30658,4534,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,DLH,Meggitt SA,350327700,11/29/17,S3960,241-256-000-131,EF516,U,FT,NI,CR,NA,NA,HW,"* For test - AVM SHOWS WRONG SIGNALS TRIM AND BALANCE FOR ENGINE NO4 * If quotation is requested, please do not repair prior to formal   approval. * A/C: D-ABTL    TSN: N/A    CSN: N/A    PMA: Yes    Quote: Yes * PO amount: No    PBH: No    PFR: No * EASA + FAA","Service Rep OLD-EVM Seals missing, no major damage was notified at reception. Self test pass. Failure on CH A eng 1 due to capacitor defect on Balancing module. Capacitor must be replaced.",R2,1,,81205,747,BOEING,400,D-ABTL,29872,,,,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,ZZZZZ,Meggitt SA,350326785,11/20/17,S3960,241-256-000-131,EF290,U,NT,NA,NC,NA,NA,NA,* For inspection - * PMA: No    Quote: Yes    PO amount: No    PBH: No    PFR: No * EASA + FAA,Seal(s) ok and no major physical damage has been noticed. No failure found in memory. Self test is pass. Unit works within specifications. No fault found.,R2,1,,81205,UNK,BOEING,UNK,UNK,UNK,,,,2,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,TUI,Meggitt SA,350327659,11/29/17,S3960,241-280-056-014,AE79635,U,NT,NA,NA,NA,NA,NA,"* For test - ENG 1 VIB INDICATION BLANK TELCOM CREW: ENG 1 VIB INDICATION   BLANK, AFTE R AVM BOX C/B RESET NORMAL INDICATION. DUE TO HISTORY   REPLACED AVM BOX ACC. AMM. * If quotation is requested, please do not repair prior to formal   approval. * A/C: D-ATUA    TSN: N/A    CSN: N/A    PMA: Yes    Quote: Yes * PO amount: No    PBH: No    PFR: No * EASA + FAA + TCCA","Service Rep EVM280 Seal ok, no major damage was notified at reception. Only external fault in memory (Tacho loss). Unt works within specification. No fault found. SB 280-77-006 rev 1, mod rec 5 must be applied.",R2,1,,81205,737,BOEING,800,D-ATUA,37245,,,,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,ZZZZZ,Meggitt SA,350327145,11/22/17,S3960,241-215-000-031,0199,U,NT,NA,NC,NA,NA,NA,* For bench test * No DER/DOA repairs or PMA parts allowed * Incoming inspection: mod. rec. tag missing * * EASA + FAA,"Seal(s) ok and no major physical damage has been noticed. No failure found in memory. Self test is pass. Unit has no mod rec, no tag needed. Unit works within specifications. No fault found.",R2,1,,81205,UNK,Boeing,,UNK,UNK,,,,2,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,SKY,Meggitt SA,350326493,11/16/17,S3960,241-298-002-015,AF07693,U,FT,NI,CR,CM,NA,HW,* For repair * Defect: Precaution maintenance // Both engine vib ind not indicate after   engine start at IBR DEP * A/C reg: JA73ND    TSN: 14066:34    CSN: 1032    DSN: 1933 * * FAA,"Service Rep EVM298  Seals ok. No major physical damages noticed. Display blank at reception. Intermittent loading softwares, NV RAM and power-up RS232 failures noticed due to defective processing module. Processing module must be replaced by a new one. Algo 3 must be loaded via SB 298-77-008 Rev.1 Jan 08/15. Update of DSP configuration table must be applied via SB 298-77-011 Rev.1 Jan 08/15.",R2,1,,81205,737,Boeing,800,JA73ND,3340,N,14066,10632,1,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,SKY,Meggitt SA,350326604,11/16/17,S3960,241-298-002-015,AF11164,U,FT,NI,CR,NA,NA,HW,* For repair * Defect: GTB - Both engine vib ind not indicated after engine start * Resolution 1. Unable to bite AVM (No PWR) * Performed following wiring CK (ref FIM77-05 Task 809) * (1) D3228C Pin 2 to GND 115V - PWR CK OK * (2) D3228C Pin 2 to Pin 3(GND) 115V - PWR CK OK * (3) D3228C) Pin 2 to Pin 4 (GND) 115V - PWR CK OK * A/C reg: JA73ND    TSN: 6158:27    CSN: 4746    DSN: 773 * * FAA,"Service Rep EVM298 Seal ok. No major physical damages noticed. No memory failures at reception. Self Test is PASS. Algo 3 in memory at reception. Unit tested under thermal stress. Intermittent loading failures noticed during tests, due to defective VPM module. VPM module must be repaired. Update of DSP configuration table must be applied via SB 298-77-011 Rev.1 Jan 08/15.",R2,1,,81205,737,Boeing,800,JA73ND,3340,N,6158,4746,1,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,ZZZZZ,Meggitt SA,350323038,10/23/17,S3960,241-280-056-014,AC17497,U,FT,NI,CR,NA,NA,HW,* For test * AVM powering on + off intermittently. Visually inspected. No external   damage. The unit will be tested and if necessary repaired according to   related CMM. ATA Chp: 77 - 0. * TSN: 0 - CSN: 0 * * EASA + FAA,"Seal(s) ok and no major physical damage has been noticed. Customer complain confirmed, no output by intermitence. Unit will be upgraded to 241-280-056-015 IAW SB280-77-011. processing module will be replaced by a a new one, PN 241-298-400-022 and will be avalaible at end november.",R2,1,,81205,UNK,Boeing,UNK,UNK,UNK,,,,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,THY,Meggitt SA,350328218,12/1/17,S3960,241-298-002-015,AL06530,U,FT,NI,CR,NA,NA,HW,* For test and repair if necessary according to related CMM * Removal reason: AEVM menu not appearing * THY shop finding: visually inspected. no external damage * TSN: 13375 / CSN: 4044 * A/C: TC-JYM // A/C series: B737-900 * EASA / FAA,"Service Rep EVM298  Seal ok, No Physical damage was noticed at reception. Unit doesn't work due to module AC/DC defect. This module has been repaired. Unit works within specifications.",R2,1,,81205,737,Boeing,900ER,TC-JYM,42011,N,13375,4044,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,SAS,Meggitt SA,350327470,11/27/17,S3960,241-298-002-015,AH98854,U,NT,NA,NC,NA,NA,NA,"* For test - 1 WORKSTEP ADDED BY 44698 ON 21.OCT.2017, 09:47 MAINT ENG   TEST ACC TO AM M 71-00-00-750-803-F00 REV 6. If quotation is requested,   please do not repair prior to formal approval. * A/C: LN-RGB    TSN: 14828    CSN: 8464    PMA: Yes Quote: Yes * PO amount: No    PBH: No    PFR: No * EASA + FAA + TCCA","Seal ok. No major physical damages noticed. Algo 3 in memory at reception. External failure ""N2 Tacho Loss E1"" in memory at reception. Self test is PASS. This fault could not be reproduced in our shop. Unit tested under thermal stress. SB 298-77-008 Rev.1 Jan 08/15 checked, already applied at reception. SB 298-77-011 Rev.1 Jan 08/15 checked, already applied at reception. Unit works within specifications. No Faults found.  Your options:  A) You want your unit tested and inspected.",R2,1,,81205,737,BOEING,800,LN-RGB,38034,N,14828,8464,2,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,EXS,Meggitt SA,350328502,12/4/17,S3960,241-280-051-012,0247,U,NT,NA,NA,NA,NA,NA,"* For test and repair - REMOVEDON ON SOFT LIFE PROGRAMME. * Soft Life Units * Component removed on Jet2 Soft Life Program, this removal * was preventative and not as a result of any direct failure. * Please identify and rectify any defects or damage that could * result in any future failure or unreliability, and quote for any * Service Bulletins, Service Letters or Produce Enhancements * which could be incorporated to ensure maximum reliability. * Please disassemble, Clean and Visually inspect the Printed * Circuit Boards for signs of cracked solder / damage, reflow solder * where required and restore conformal coating at test as necessary. * Removed from A/C: G-GDFZ    TSN: 54060:32    CSN: 22'255 * EASA + FAA","Service Rep EVM280 Seal ok. No major physical damages noticed. Fault ""0h"" noticed in memory at reception. This fault could not be reproduced in our shop. Several tests done. Unit tested under thermal stress. Internal visual inspection performed. SB 280-77-005 Rev.0 Jul 02/12 checked, does not need to be applied. SB 280-77-006 Rev.1 Feb 24/15 must be apply, which introduces the ModRec3. Unit works within specifications. No faults found.",R2,1,,81205,737,BOEING,800,G-GDFZ,30276,N,54060,22255,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,SKY,Meggitt SA,350326605,11/16/17,S3960,241-298-002-015,AJ84069,U,FT,NI,CR,CM,NA,HW,"* For repair * Defect: After engine start E/G vib indicator both blank * Resolution: Found the AVM sig conditioner was blank but elec pwr at the   AVM was in the specific range(Per FIM77-05 Task 805) and CDS bite data   showed ""No AVM data"" (Per FIM31-62 Task 801) * A/C reg: JA73NY    TSN: 8036:43    CSN: 5819    DSN: 1281 * * FAA",Service Rep EVM298  Seal ok. No major physical damages noticed. Display blank noticed at reception. Defective VPM module must be replaced by a new one via SB 298-77-013 Rev.0 Nov 07/13 which replaces the ModRec5 by the ModRec7.,R2,1,,81205,737,Boeing,800,JA73NY,41263,N,8036,5819,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,ZZZZZ,Meggitt SA,350321082,10/9/17,S3960,241-298-002-011,AC89996,U,FT,NI,CR,NA,NA,HW,* For inspection - TSR908328. GE diagnostics reports #1 nad #2 engine   vibration systems not reporting correctly. * TSN: 28205    CSN: 11858    PMA: No    Quote: Yes    PO amount: No * PBH: No    PFR: No * EASA + FAA,"Seal(s) ok and no major physical damage has been noticed. Customer complain confirmed, Display is blank. Problem is higly intermittent. Processing module must be replaced by a new one, PN 241- 298-400-022. Mod rec8 will be added IAW SB 298-77-017 rev0. mod rec 4 will replaced mod rec 3 IAW SB 298-77-015 rev0. Module avalaible end of october.",R2,1,,81205,UNK,BOEING,,UNK,UNK,N,28205,11858,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,CPA,Meggitt SA,350323949,10/26/17,S3960,241-323-007-021,AF00357,U,NT,NA,NA,NA,NA,NA,"* For test * Failure code: OL Outside Limit- worn/ops/px/R. Removal code: DR Defect   rectification. * Removal reason: REF A899 STS MSG ENG VIB MON 'R'. * Replaced the right engine SCU (M77202) iaw AMM 77-31-04 rev SEP 17 +   installation test C/out test satis NIL existing fault + SYS MSG in view. * Workscope: Upload EHM software, 776C-RRY-000-05 (CEO- 25118), per SB   323-77-005 Rev 2. Inform HXITM if a later software version is available. * A/C: B-HNF * TSN: 16938:20    CSN: 6452.00 * * EASA + FAA","Service Rep EVM323 Seal ok, no major damage was otified at reception. Fault in memory checked. Unit works within specification. No fault found. Soft Rolls loaded via SB 323-77-005 rev 2.",R2,1,,81205,777,Boeing,300,B-HNF,27506,N,16938,6452,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,CPA,Meggitt SA,350321087,10/9/17,S3960,241-323-007-021,AE58587,M,FT,NI,NA,NA,NA,HW,"* For test and repair * Removed from: B-HND * Failure Code: OL Outside Limit - worn/ops/px/R * Removal Code: DR Defect Rectification * Removal Reason: ADD406 R/H eng vib ind missing. L/B tripped * Aircraft Defect: RH engine vibration indication missing * Aircraft Rectification: Reff WDM77-31-21 I/R CHK between EVMU R and C/B   C77400 SATIS replaced ENg. R EVMU software loaded and AMM 77-31-04 rev   81 * Workscope: Upload EHM software, 776C-RRY-000-05 (CEO- 25118), per SB   323-77-005, rev . Inform HXITM if later software version is available * TSN: 16011:39        CSN: 6190        //        PFR attached * * EASA + FAA","Service Rep EVM323 Seal ok, no major damage was notified at reception Unit doesn't power on due to AC/DC module and DC/DC module defect. AC/DC and DC/C module must be replaced. Failure on ATP due to VPM module and Arinc module defect. After investigation VPM module and Arinc module can't be repaired and must be replaced IAW SB 323-77-004 rev 0, new Modrec 4 added and SB 323-77-006 rev 0, Modrec 8 added. Soft Rolls loaded IAW SB 323-77-005 rev 2.",R2,1,,81205,777,Boeing,200,B-HND,27264,N,16011,6190,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,THY,Meggitt SA,350323035,10/23/17,S3960,241-280-056-014,AD08966,U,NT,NA,NA,NA,NA,NA,* For test * ENG #1 vibration high. Removed from A/C: VT-SLE. Visually inspected. No   external damage. The unit will be tested and if necessary repaired   according to related CMM. * A/C: TC-JJH * TSN:0    CSN:0 * * EASA + FAA,"Service Rep EVM280 Seal ok, no major damage was notified at reception. Self test pass. No fault in memory. Unit works within specification. No fault found. During investigation, display module was damaged. Display module must be replaced FOC. SB 280-77-006 rev 1 applied, new modrec 5 added, during ATP.",R2,1,,81205,777,Boeing,300ER,TC-JJH,40792,,,,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,ZZZZZ,Meggitt SA,350323237,10/24/17,S3960,241-322-008-022,AE41431,M,FT,NI,NA,NA,NA,SW,* For test * scu has an internal fault. Parts replaced due to tsi. * NTE Price: 4694.00 * Current    TSN/TRT: 26942:43    CSN/TRC: 4152 * C/W Policy sheet G-77-31-101 dated 26Aug2016 @   https://omni.fedex.com/avis/ * * EASA + FAA,"Service Rep EVM322 Seal ok, no major damage was notified at reception. Due to fault in memory 10 and 18, VPM module must be replaced via SB 322-77-005 rev 0 May 16/11, New modrec 4 added. Unit works within specification. Policy sheet G-77-31-101 dated 26 aug 2016.",R2,1,,81205,UNK,Boeing,UNK,UNK,UNK,N,26942,4152,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,ASA,Meggitt SA,350323983,10/27/17,S3960,241-298-002-011,AD28075,U,FT,NI,CR,NA,NA,HW,"* for repair - While accomplishing task card 08031001, step 4 could not be   accomplished. AEVM menu will not display. * A/C: 627AS - TSN/CSN: 20478/7437 * EASA / FAA","Seal(s) ok and no major physical damage has been noticed. Customer complain confirmed, No AAVM menu. Test VAFM is fail due to defective power supply. Power supply is damaged and must be replaced.",R2,1,,81205,UNK,BOEING,,UNK,UNK,N,20478,7437,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,SIA,Meggitt SA,350323232,10/24/17,S3960,241-323-007-021,AE68990,U,FT,NI,CR,NA,NA,HW,* For repair * AVM signal left has no output on SYS ARINC 629 BUS. M/MSG: 77-08814. * AVM signal unit - maint MSG 77-08814 signal conditional unit (left) has   no output on system ARINC 629 BUS (left). * A/C: 9V-SVF/7731/04/L. * TSN: 17785:41    CSN: 3668 * * EASA + FAA,"Service Rep EVM323 Seal ok, no major damage was otified at reception. Unit doesn't power up due to AC/DC module defect. AC/DC module must be replaced. Soft Rolls loaded via SB 323-77-005 rev 2.",R2,1,,81205,777,Boeing,200ER,9V-SVF,30871,N,17785,3668,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,PGT,Meggitt SA,350324005,10/27/17,S3960,241-280-053-013,0810,U,NT,NA,NA,NA,NA,NA,* For test * Reason for removal: unscheduled. During eng run on #2 eng the blank   indication on vibration for 5...continued... * INOP.A/C#TC-CPO * Visually inspected. No external damage. * A/C: TC-CPO * TSN: 33066    CSN: 20779 * * EASA + FAA,"Seal(s) ok and no major physical damage has been noticed. External failure in memory: ""N2 Tacho loss"". Self test is pass. Unit works within specifications. No fault found.",R2,1,,81205,737,Boeing,800,TC-CPO,33641,N,33066,20779,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,ZZZZZ,Meggitt SA,350324724,11/2/17,S3960,241-322-008-022,AK68985,U,NT,NA,NA,NA,NA,NA,"* For warranty Functional test and repair acc. to latest Manufacturers`   Documents. If quotation is requested, please do not repair prior to   formal approval. * End user: LHT POOL    TT: N/A    TC: N/A    Quote: Yes PMA: Yes      relevant SB: No    New part warranty: No  Repair Warranty: Yes * Refer former to LHT-PO: 251511696 * * EASA + FAA","Service Rep EVM322 Seal ok, no major damage was notified at reception. Fault in memory checked. Internal module checked. Unit works within specification. No fault found. Your options: A) Unit tested and inspected at price:    2'739.00 EUR B) Unit returned in As IS condition at price:    2'739.00 EUR C) Unit scrapped on site at price:    2'739.00 EUR",R2,1,,ZZZZZ,UNK,Boeing,,UNK,UNK,,,,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,QFA,Meggitt SA,350322876,10/20/17,S3960,241-298-002-011,AB91571,U,NT,NA,NA,NA,NA,NA,* For test * AEVM #4 bearing check unable to be carried out due to AEVM menu option   not displayed. Shop report must include status for SB 298- 77-008 and   298-77-011. Sending for test and/or repair in accordance with applicable   CMM or OEM drawings incl. recertification and shop report. * A/C: VH-VXK    Type: 737-838    tail: 33481 * Flight hours: 25805    cycles: 13607 * * EASA + FAA,"Service Rep EVM298 Seal ok, no major damage was notified at reception. Self test pass. No faut in memory. Unit works within specification. No fault found.",R2,1,,81205,737,,800,VH-VXK,33481,N,25805,13607,1,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,ZZZZZ,Meggitt SA,350321081,10/9/17,S3960,241-298-002-015,AF39626,U,NT,NA,NA,NA,NA,NA,* For repair - * PMA: Yes    Quote: Yes    PO amount: No    PBH: No    PFR: No * EASA + FAA + TCCA,Seal(s) ok and no major physical damage has been noticed. No failure found in memory. Self test is pass. Unit works within specifications. No fault found.,R2,1,,81205,UNK,BOEING,,UNK,UNK,,,,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,ZZZZZ,Meggitt SA,350321403,10/11/17,S3960,241-280-056-014,AJ41075,U,NT,NA,NA,NA,NA,NA,* For repair - LQ 95-091 D-ALEC phase out. * A/C: D-ALEC    A/C Type: B757    PMA: No    Quote: Yes * PO amount: No    PBH: No    PFR: No * EASA + FAA,Seal(s) ok and Acceptable  use  damage  has been noticed. Fault 0 (Power_15V) found in memory. Fault cannot be reproduced in our shop. Self test is pass. Unit works within specifications. No fault found.,R2,1,,81205,757,BOEING,200SF,D-ALEC,22175,,,,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,UAE,Meggitt SA,350321652,10/12/17,S3960,241-323-007-021,AF63433,M,NA,NA,NA,NA,NA,NA,"* Apply SB 323-77-005 rev.02 with upload of the latest RR EHM SW to be   performed by Meggitt Fribourg (Switzerland) repair shop. Test f = unctionalities of the AEVM and up load RR EHM SW 776C-RRY- 000-05 Job to be performed covers the incoming inspection, implementatio   of the related SB and full release back to service. This offer is not   including any additional repair or troubleshooting in case of failure.   If any failure occurs Meggitt will then provide separate quote covering   the foreseen repair activity * EASA / FAA","Service Rep EVM323 Seal ok, no major damage was notified at reception. Unit works within specification. No fault found. Soft Rolls loaded iaw SB 323-77-005 rev 2.",R2,1,,81205,UNK,BOEING,UNK,UNK,UNK,,,,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,ZZZZZ,Meggitt SA,350322046,10/16/17,S3960,241-256-000-131,EF491,U,NT,NA,NA,NA,NA,NA,"* For Functional test and repair acc. to latest Manufacturers` Documents.   If quotation is requested, please do not repair prior to formal   approval. * A/C reg: N/A    TT: N/A    TC: N/A    End User: Bilgram and Co. GmbH * Quote: No    New part/Repair warranty: No    PMA: Yes relevant SB: No * * EASA + FAA",Seal(s) ok and no physical damage has been noticed. No failure detected in memory at reception. Self test is pass. Unit works within specifications. No fault found. Your options: a) - Unit will be tested and recertified,R2,1,,81205,UNK,Boeing,,UNK,UNK,,,,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,ZZZZZ,Meggitt SA,350322555,10/19/17,S3960,241-322-008-022,AE72058,U,NT,NA,NA,NA,NA,NA,* For repair * vib monitor r status msg. Reason code: 02. * ACN: 862    POS: P2 * CURRENT    TSN/TRT: 28103:31    CSN/TRC: 4277 * NTE PRICE: 4694.000 * C/W Policy Sheet G-77-31-101 dated 26Aug2016 * * EASA + FAA,"Service Rep EVM322 Seal ok, no major damage was notified at reception. Fault in memory checked. Unit works within specification. No fault found. Policy Sheet G-77-31-101",R2,1,,81205,UNK,Boeing,UNK,UNK,UNK,,,,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,ZZZZZ,Meggitt SA,350322905,10/20/17,S3960,241-322-008-022,AK95393,U,NT,NA,NA,NA,NA,NA,"* For test * Functional test and repair acc. to latest Manufacturers` Documents. If   quotation is requested, please do not repair prior to formal approval. * End user: LHT-Pool * Quote: no    New part warranty: no    PMA allowed: yes * * EASA + FAA","Service Rep EVM322 Seal ok, no major damage was notified at reception. No fault in memory. Unit works within specification. No fault found. Your options:  A) Unit tested and inspected at price:    2'739.00 EUR B) Unit returned in As Is conditions at price:    2'739.00 EUR C) Unit scrapped on site at price:    2'739.00 EUR",R2,1,,81205,UNK,Boeing,UNK,UNK,UNK,,,,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,CPA,Meggitt SA,350329993,12/18/17,S3960,40-618-14,366,U,FT,NI,NC,NA,NA,HW,* For repair * Removal Code: DR Defect Rectification * Removal reason: Removed as serviceable from a with draww from service   aricraft * Failure code: OL Outside Limit - worn/ops/px/R * A/C reg: B-HOU TSN: 81131:0  CSN: 14600.20  TSI: 73155:13 CSI: 13268.40 * * EASA + FAA,"No external damage noticed at reception. Tape assembly (PNR 40-618-1104) found broken and must be replaced. After tape replacement, calibration will be performed. Packing preformed into backpanel found broken and will be replaced. Warranty not applicable.",R2,1,,81205,747,Boeing,400BCF,B-HOU,24925,N,81131,14600,2,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,AJA,Meggitt SA,350323234,10/24/17,S3960,241-280-053-013,0786,U,FT,NI,CR,NA,NA,HW,* For test * Both vibration indications not shows time to time sun express EXC. (AC:   TC). Visually inspected no external damage. The unit will be repaired as   necessary per the applicable to CMM. * A/C: TC-SBM * TSN: 0    CSN: 0 * * EASA + FAA,"Seal(s) ok and no major physical damage has been noticed. Customer complain confirmed, display is blank at reception. Ram test is fail. Processing module must be repaired.",R2,1,,81205,737,Boeing,800,TC-SBM,29918,,,,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,THY,Meggitt SA,350324007,10/27/17,S3960,241-258-032-110,0637,U,FT,NI,CR,NA,NA,HW,* For test * Power lost. Visually inspected. No external damage. The unit will be   tested and if necessary repaired according to related CMM. * Off A/C: TC-JFO    Series: B737 - 800 * TSN: 55221    CSN: 29555 * * EASA + FAA,"Seal(s) ok and no major physical damage has been noticed. Customer complain confirmed, unit has no output, display blank. Processing module is non reparable and no more produced.  Your options:  a) - You wish us to return the unit ""AS IS""       1219.00 USD:  b) - Scrap on site          0.00 USD:",R2,1,,81205,737,Boeing,800,TC-JFO,29777,N,55221,29555,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,AKX,Meggitt SA,350325127,11/3/17,S3960,241-250-000-121,EA362,U,FT,NI,NC,NA,NA,HW,* for repair - Defect: Meter output test (n2 velocity <(>& <)> n1   displacement) were almost no output at 50 celsius * A/C reg: JA8595 - A/C type: B3-5 - TSN/CSN: 45963.32/44264 - PFR: YES * EASA / FAA,Seal(s) ok and no major physical damage has been noticed. Customer complain not confirmed meter output is inside the limit. All velocity output are out of limt: N1 and N2 on both engine. Both channel module must be recalibrated. Unit is out of warranty.,R2,1,,81205,737,BOEING,500,JA8595,28461,N,45963,44265,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,UTA,Meggitt SA,350320773,10/5/17,S3960,241-250-000-121,EA109,U,NT,NA,NA,NA,NA,NA,"* For warranty repair * Vibration of the left engine.Perform TBS iaw AMM 71-00- 54/101 fig. 104   sheet 6 block 2 * VQ-BIC, TT/TC N/A * PMA: No, Quote: Yes * * EASA / FAA","Service Rep OLD-EVM Seal ok. No major physical damages noticed. Failure ""01"" detected in memory at reception. This fault could not be reproduced in our shop. Several tests done. Unit tested under thermal stress. Internal visual inspection performed. Unit works within specifications. No faults found.  Your options:  a.) You want your unit tested and inspected.     Price: 1'377,00 EUR  b.) You want your unit returned in As-Is conditions.     Price: 1'377,00 EUR  c.) You want your unit scrapped on site.     Price: 1'377,00 EUR",R2,1,,81205,737,BOEING,400,VQ-BIC,28478,,,,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,FDX,Meggitt SA,350320782,10/5/17,S3960,241-322-008-022,AE00145,U,FT,NI,CR,NA,NA,SW,* for repair - Defect: Replaced due to tsi request. C/W Policy Sheet   G--77-31-101 Dated 26Aug2016 * TSN/CSN: 20244:19/3102 - PO amount: 4694.00$ * EASA / FAA,"Service Rep EVM322 Seal ok, no major damage was notified at reception. Due to fault 10, 18 and 88 in memroy, VPM module and Arinc module must be replaced IAW SB 322-77-004 and SB 322-77-005, Modrec 3 and 4 added. Unit reprogrammed. Policy sheet G-77-31-101.",R2,1,,81205,UNK,BOEING,,UNK,UNK,N,20244,3102,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,SXS,Meggitt SA,350321290,10/10/17,S3960,241-280-056-014,AC79798,U,NT,NA,NA,NA,NA,NA,"* for functional test / repair acc. to latest Manufacturers` Documents. * If quotation is requested, please do not repair prior to formal   approval. * A/C reg: D-ASXP - End-user: LHT-Pool - TSN/CSN: UNK - PMA: YES * EASA / FAA","Seal(s) ok and Acceptable  use  damage  has been noticed. No failure found in memory. Self test is pass. Unit works within specifications. No fault found. MR5 added IAW SB 280-77-006 rev.1 date of issue Feb 24/15 Your options: A) You want your unit back ""NFF"" and upgraded IAW SB 280-77-006 B) You want your unit back ""AS-IS"" C) You want your unit scrapped on MSS-CH site",R2,1,,81205,737,BOEING,800,D-ASXP,29684,,,,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,ZZZZZ,Meggitt SA,350321263,10/10/17,S3960,241-298-002-015,AK34878,U,NT,NA,NA,NA,NA,NA,* For repair - No reason give from customer. * Shop report must include status for SB 298-77-008 and 298- 77-011. * PMA: No    Quote: Yes    PO amount: No    PBH: No    PFR: No * EASA + FAA,"Service Rep EVM298 Seal ok. No major physical damages noticed. No faults in memory at reception. Self Test is pass. Algo 3 in memory at reception. SB298-77-008 Rev.1 Jan 08/15 checked, already applied at reception. New update of DSP configuration table done via SB 298-77-011 Rev.1 Jan 08/15. Unit tested under thermal stress. Internal visual inspection performed. Unit works within specifications. No faults found.",R2,1,,ZZZZZ,UNK,BOEING,,UNK,UNK,,,,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,NAX,Meggitt SA,350321498,10/11/17,S3960,241-298-002-016,AM37704,U,FT,NI,CR,CM,NA,SW,* for repair - Defect: Repeated item eng vib ind blank * removed from: B737/NG - Reg: EI-FJX - TSN/CSN: 3163/1100 * EASA / FAA / TCCA,"Service Rep EVM298  Seal ok. No major physical damages noticed. Display blank noticed at reception, suspicion corrupted software in memory. After software reloading, any faults has been noticed. Several tests done. Unit tested under thermal stress. Unit tested in endurance. Internal visual inspection performed.   *** warranty accepted ***",R2,1,,81205,737,BOEING,800,EI-FJX,42271,N,3163,1100,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,THY,Meggitt SA,350321900,10/13/17,S3960,241-298-002-016,AM67469,U,FT,NI,CR,CM,NA,HW,* for warranty test / repair as necessary. Main menu unable to access. * Removed from TC-SOC * EASA / FAA,"Service Rep EVM298  Seal ok. No major physical damages noticed.  Any failures detected in memory at reception. Self test is PASS. Load VAFM failures noticed during tests, due to defective Power Supply module. Power Supply module must be replaced by a new one.   *** UNIT UNDER WARRANTY ***",R2,1,,81205,UNK,BOEING,,UNK,UNK,,,,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,GEC,Meggitt SA,350325815,11/10/17,S3960,241-215-000-031,0246,U,NT,NA,NA,NA,NA,NA,"* For Functional test and repair acc. to latest Manufacturers` * Documents. * If quotation is requested, please do not repair prior to formal approval * Removal reason: VIB IND FLUCTUATING BTW. 1.1 AND 2.2 * A/C reg: D-ALCA    TT: N/A    TC: N/A    End User: LHT- Pool * Quote: Yes    New part/Repair Warranty: No    PMA: Yes Relevant SB: No * * EASA + FAA",Seal(s) ok and Acceptable  use  damage  has been noticed. Self test is pass. Unit works within specifications. No fault found.,R2,1,,ZZZZZ,MD-11F,McDonnell-Douglas,MD-11,D-ALCA,48781,,,,,
