aircraft_fully_qualified_registration_no,aircraft_identification_no,manufacturer_name,manufacturer_code,aircraft_model_identifier,aircraft_series_identifier
B-1109,29109,Boeing,81205,737 (CFMI),300F
B-1110,29108,Boeing,81205,737 (CFMI),300F
B-1111,63706,Boeing,81205,787,9
B-1112,63707,Boeing,81205,787,9
B-1113,63708,Boeing,81205,787,9
B-1115,64312,Boeing,81205,787,9
B-1116,42959,Boeing,81205,737 Max,8
B-1117,43829,Boeing,81205,737 Max,8
B-1118,43830,Boeing,81205,737 Max,8
B-1119,64968,Boeing,81205,787,9
B-1120,61443,Boeing,81205,737 Max,8
B-1121,43950,Boeing,81205,737 Max,8
B-1122,43951,Boeing,81205,737 Max,8
B-1123,63232,Boeing,81205,737 NG,800
B-1125,63233,Boeing,81205,737 NG,800
B-1126,63267,Boeing,81205,737 Max,8
B-1127,63268,Boeing,81205,737 Max,8
B-1128,63982,Boeing,81205,787,9
B-1129,42971,Boeing,81205,737 NG,800
B-1130,62575,Boeing,81205,737 NG,800
B-1131,62576,Boeing,81205,737 NG,800
B-1132,62737,Boeing,81205,787,9
B-1133,62738,Boeing,81205,787,9
B-1135,62741,Boeing,81205,787,9
B-1136,43831,Boeing,81205,737 Max,8
B-1137,43857,Boeing,81205,737 Max,8
B-1138,62731,Boeing,81205,787,9
B-1139,43858,Boeing,81205,737 Max,8
B-1140,62739,Boeing,81205,787,9
B-1141,63622,Boeing,81205,737 NG,800
B-1142,43559,Boeing,81205,737 Max,8
B-1143,61852,Boeing,81205,737 Max,8
B-1145,27805,Boeing,81205,757,200F
B-1146,61135,Boeing,81205,737 Max,8
B-1147,63064,Boeing,81205,737 NG,800
B-1148,63068,Boeing,81205,737 NG,800
B-1149,61633,Boeing,81205,737 Max,8
B-1150,61632,Boeing,81205,737 Max,8
B-1151,63069,Boeing,81205,737 NG,800
B-1152,61631,Boeing,81205,737 Max,8
B-1153,63270,Boeing,81205,737 NG,800
B-1155,63269,Boeing,81205,737 NG,800
B-1156,27916,Boeing,81205,737 (CFMI),400F
B-1157,60705,Boeing,81205,737 Max,8
B-1158,42979,Boeing,81205,737 NG,800
B-1159,61281,Boeing,81205,737 NG,800
B-1160,61136,Boeing,81205,737 Max,8
B-1161,64856,Boeing,81205,737 NG,800
B-1162,64858,Boeing,81205,737 NG,800
B-1163,64860,Boeing,81205,737 NG,800
B-1165,62873,Boeing,81205,737 Max,8
B-1166,62876,Boeing,81205,737 Max,8
B-1167,38796,Boeing,81205,787,9
B-1168,38797,Boeing,81205,787,9
B-1169,38803,Boeing,81205,787,9
B-1170,62879,Boeing,81205,737 Max,8
B-1171,42980,Boeing,81205,737 NG,800
B-1172,61368,Boeing,81205,737 NG,800
B-1173,27201,Boeing,81205,757,200F
B-1175,63272,Boeing,81205,737 Max,8
B-1176,63271,Boeing,81205,737 Max,8
B-1177,27052,Boeing,81205,757,200F
B-1178,60906,Boeing,81205,737 Max,8
B-1179,60903,Boeing,81205,737 Max,8
B-1180,60905,Boeing,81205,737 Max,8
B-1186,60466,Boeing,81205,737 NG,800
B-1188,61406,Boeing,81205,737 NG,800
B-1200,63252,Boeing,81205,737 Max,8
B-1201,63249,Boeing,81205,737 Max,8
B-1202,63251,Boeing,81205,737 Max,8
B-1203,63254,Boeing,81205,737 Max,8
B-1205,63253,Boeing,81205,737 Max,8
B-1206,63245,Boeing,81205,737 Max,8
B-1207,63248,Boeing,81205,737 Max,8
B-1208,60173,Boeing,81205,737 NG,800
B-1209,60174,Boeing,81205,737 NG,800
B-1210,60881,Boeing,81205,737 NG,800
B-1211,8074,Airbus,FA849,A320,200N neo
B-1212,8089,Airbus,FA849,A320,200N neo
B-1213,44398,Boeing,81205,737 NG,800
B-1215,44399,Boeing,81205,737 NG,800
B-1216,34319,Boeing,81205,787,9
B-1217,60897,Boeing,81205,737 NG,800
B-1218,60895,Boeing,81205,737 NG,800
B-1219,60890,Boeing,81205,737 NG,800
B-1220,60899,Boeing,81205,737 Max,8
B-1221,60894,Boeing,81205,737 Max,8
B-1223,60889,Boeing,81205,737 Max,8
B-1225,60886,Boeing,81205,737 Max,8
B-1226,61439,Boeing,81205,737 NG,800
B-1227,43908,Boeing,81205,737 NG,800
B-1228,63619,Boeing,81205,737 NG,800
B-1229,61707,Boeing,81205,737 NG,700
B-1230,43907,Boeing,81205,737 NG,800
B-1231,29425,Boeing,81205,757,200F
B-1232,8184,Airbus,FA849,A320,200N neo
B-1233,61365,Boeing,81205,737 NG,800
B-1235,63057,Boeing,81205,737 NG,800
B-1236,63259,Boeing,81205,737 NG,800
B-1237,63257,Boeing,81205,737 NG,800
B-1238,63258,Boeing,81205,737 Max,8
B-1239,63260,Boeing,81205,737 NG,800
B-1240,63261,Boeing,81205,737 NG,800
B-1241,63262,Boeing,81205,737 NG,800
B-1242,63978,Boeing,81205,787,9
B-1243,63979,Boeing,81205,787,9
B-1245,8204,Airbus,FA849,A320,200N neo
B-1246,8122,Airbus,FA849,A320,200N neo
B-1247,8094,Airbus,FA849,A320,200N neo
B-1248,7996,Airbus,FA849,A320,200N neo
B-1249,7952,Airbus,FA849,A320,200N neo
B-1252,29424,Boeing,81205,757,200F
B-1253,63055,Boeing,81205,737 NG,800
B-1255,61699,Boeing,81205,737 NG,800
B-1256,61700,Boeing,81205,737 NG,800
B-1257,27807,Boeing,81205,757,200F
B-1258,42978,Boeing,81205,737 NG,800
B-1259,61627,Boeing,81205,737 Max,8
B-1260,61628,Boeing,81205,737 Max,8
B-1261,61629,Boeing,81205,737 Max,8
B-1262,63059,Boeing,81205,737 NG,800
B-1263,61630,Boeing,81205,737 Max,8
B-1265,63065,Boeing,81205,737 NG,800
B-1266,65300,Boeing,81205,777,300ER
B-1267,63621,Boeing,81205,737 NG,800
B-1268,63688,Boeing,81205,737 NG,800
B-1269,63689,Boeing,81205,737 NG,800
B-1270,63691,Boeing,81205,737 NG,800
B-1271,61441,Boeing,81205,737 Max,8
B-1272,61442,Boeing,81205,737 NG,800
B-1273,43909,Boeing,81205,737 NG,800
B-1275,61440,Boeing,81205,737 Max,8
B-1276,63062,Boeing,81205,737 NG,800
B-1277,63061,Boeing,81205,737 NG,800
B-1278,63060,Boeing,81205,737 NG,800
B-1279,63058,Boeing,81205,737 NG,800
B-1280,63056,Boeing,81205,737 NG,800
B-1281,63054,Boeing,81205,737 NG,800
B-1282,65301,Boeing,81205,777,300ER
B-1283,63407,Boeing,81205,737 NG,800
B-1285,63411,Boeing,81205,737 NG,800
B-1286,63412,Boeing,81205,737 NG,800
B-1287,63690,Boeing,81205,737 NG,800
B-1288,42956,Boeing,81205,737 Max,8
B-1289,42957,Boeing,81205,737 Max,8
B-1290,42958,Boeing,81205,737 Max,8
B-1291,63491,Boeing,81205,737 NG,900ER
B-1292,8079,Airbus,FA849,A320,200N neo
B-1293,63981,Boeing,81205,787,9
B-1295,63264,Boeing,81205,737 Max,8
B-1296,63266,Boeing,81205,737 NG,800
B-1297,63980,Boeing,81205,787,9
B-1298,63265,Boeing,81205,737 NG,800
B-1299,63263,Boeing,81205,737 NG,800
B-1300,42940,Boeing,81205,737 NG,800
B-1301,42944,Boeing,81205,737 NG,800
B-1302,63683,Boeing,81205,737 NG,800
B-1303,42943,Boeing,81205,737 NG,800
B-1305,63684,Boeing,81205,737 NG,800
B-1306,63760,Boeing,81205,737 NG,800
B-1307,63761,Boeing,81205,737 NG,800
B-1308,63762,Boeing,81205,737 NG,800
B-1309,63763,Boeing,81205,737 NG,800
